round,generator
0,2
1,2
2,2
3,2
4,2
5,2
6,2
7,2
8,2
9,2
10,2
11,0
12,2
13,0
14,2
15,0
16,2
17,2
18,0
19,0
20,2
21,0
22,2
23,0
24,2
25,0
26,2
27,0
28,2
29,2
30,0
31,2
32,0
33,2
34,2
35,2
