round,generator
0,2
1,2
2,2
3,3
4,1
5,1
6,1
7,2
8,3
9,3
10,2
11,2
12,2
13,1
14,2
15,3
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,3
24,3
25,1
26,2
27,1
28,2
29,3
