10.0,10.0,0.6,0.7,0.4,0.3,0.6,0.8,0.06,0.01,0.06,0.05,0.07,0.02
10.0,10.0,0.6,0.7,0.3,0.3,0.6,0.8,0.07,0.01,0.06,0.07,0.06,0.01
10.0,10.0,0.6,0.7,0.3,0.2,0.6,0.8,0.08,0.01,0.06,0.06,0.05,0.01
10.0,10.0,0.6,0.8,0.3,0.2,0.6,0.9,0.07,0.01,0.05,0.06,0.03,0.02
10.0,10.0,0.6,0.8,0.3,0.1,0.6,0.9,0.06,0.01,0.05,0.04,0.02,0.01
10.0,10.0,0.6,0.8,0.3,0.2,0.6,0.0,0.07,0.02,0.07,0.05,0.02,0.02
10.0,10.0,0.6,0.9,0.2,0.2,0.6,0.1,0.07,0.02,0.07,0.05,0.02,0.02
10.0,10.0,0.6,0.0,0.3,0.2,0.7,0.1,0.05,0.02,0.06,0.03,0.01,0.02
10.0,10.0,0.6,0.0,0.3,0.2,0.8,0.1,0.05,0.03,0.05,0.04,0.01,0.02
10.0,10.0,0.7,0.0,0.3,0.2,0.9,0.1,0.06,0.03,0.05,0.03,0.02,0.04
10.0,10.0,0.7,0.2,0.4,0.3,0.0,0.3,0.04,0.04,0.06,0.06,0.02,0.04
10.0,10.0,0.5,0.3,0.2,0.4,0.0,0.4,0.04,0.06,0.04,0.04,0.02,0.02
10.0,10.0,0.4,0.3,0.2,0.3,0.0,0.4,0.02,0.05,0.04,0.02,0.01,0.01
10.0,10.0,0.4,0.4,0.9,0.6,0.4,0.1,0.07,0.03,0.07,0.04,0.03,0.06
10.0,10.0,0.4,0.3,0.9,0.6,0.5,0.1,0.08,0.03,0.06,0.05,0.03,0.04
10.0,10.0,0.4,0.2,0.9,0.7,0.5,0.1,0.1,0.02,0.06,0.05,0.04,0.03
10.0,10.0,0.4,0.1,0.0,0.7,0.5,0.1,0.08,0.01,0.06,0.07,0.05,0.02
10.0,10.0,0.5,0.1,0.0,0.7,0.5,0.0,0.09,0.01,0.07,0.06,0.05,0.02
10.0,10.0,0.5,0.1,0.9,0.7,0.5,0.0,0.08,0.01,0.05,0.06,0.06,0.01
10.0,10.0,0.5,0.1,0.8,0.7,0.5,0.0,0.07,0.01,0.03,0.05,0.05,0.01
10.0,10.0,0.5,0.1,0.8,0.7,0.5,0.0,0.07,0.01,0.02,0.05,0.06,0.01
10.0,10.0,0.5,0.1,0.8,0.6,0.5,0.0,0.08,0.01,0.02,0.06,0.05,0.01
10.0,10.0,0.5,0.5,0.2,0.2,0.6,0.5,0.06,0.01,0.05,0.06,0.04,0.03
10.0,10.0,0.5,0.5,0.2,0.3,0.6,0.5,0.05,0.01,0.05,0.06,0.03,0.02
