10.0,10.0,0.5,0.5,0.2,0.2,0.6,0.5,0.06,0.01,0.05,0.08,0.02,0.01
10.0,10.0,0.7,0.4,0.4,0.4,0.1,0.6,0.03,0.06,0.06,0.06,0.05,0.07
10.0,10.0,0.9,0.1,0.9,0.6,0.0,0.3,0.05,0.03,0.02,0.05,0.04,0.01
10.0,10.0,0.4,0.2,0.9,0.6,0.1,0.4,0.09,0.05,0.07,0.03,0.09,0.01
10.0,10.0,0.3,0.2,0.9,0.6,0.1,0.3,0.08,0.03,0.06,0.03,0.09,0.02
10.0,10.0,0.2,0.2,0.9,0.7,0.2,0.3,0.08,0.01,0.04,0.05,0.09,0.02
10.0,10.0,0.5,0.6,0.9,0.5,0.5,0.9,0.05,0.03,0.09,0.06,0.01,0.04
10.0,10.0,0.5,0.7,0.9,0.4,0.5,0.8,0.07,0.01,0.09,0.08,0.01,0.02
10.0,10.0,0.6,0.8,0.8,0.2,0.8,0.6,0.06,0.04,0.03,0.05,0.05,0.03
10.0,10.0,0.9,0.8,0.4,0.3,0.0,0.8,0.1,0.01,0.08,0.04,0.01,0.05
10.0,10.0,0.9,0.8,0.4,0.4,0.0,0.8,0.09,0.01,0.07,0.06,0.01,0.04
10.0,10.0,0.9,0.8,0.4,0.3,0.0,0.8,0.1,0.01,0.08,0.06,0.01,0.03
10.0,10.0,0.9,0.8,0.5,0.3,0.0,0.7,0.09,0.02,0.1,0.08,0.01,0.03
10.0,10.0,0.9,0.7,0.5,0.4,0.1,0.7,0.07,0.02,0.09,0.08,0.02,0.03
10.0,10.0,0.9,0.7,0.5,0.5,0.1,0.6,0.06,0.03,0.07,0.08,0.02,0.03
10.0,10.0,0.9,0.6,0.5,0.4,0.1,0.7,0.06,0.03,0.07,0.08,0.02,0.01
10.0,10.0,0.9,0.5,0.4,0.4,0.1,0.7,0.06,0.04,0.07,0.07,0.01,0.01
10.0,10.0,0.0,0.5,0.4,0.3,0.1,0.6,0.06,0.02,0.08,0.08,0.02,0.02
10.0,10.0,0.1,0.5,0.4,0.3,0.1,0.7,0.05,0.02,0.07,0.08,0.02,0.01
10.0,10.0,0.4,0.8,0.2,0.9,0.5,0.0,0.03,0.03,0.05,0.05,0.01,0.01
10.0,10.0,0.4,0.9,0.2,0.9,0.5,0.0,0.02,0.02,0.05,0.05,0.01,0.01
10.0,10.0,0.5,0.5,0.2,0.0,0.5,0.2,0.08,0.03,0.05,0.02,0.02,0.03
10.0,10.0,0.5,0.4,0.2,0.1,0.5,0.2,0.06,0.02,0.03,0.02,0.01,0.04
10.0,10.0,0.8,0.1,0.0,0.7,0.5,0.3,0.06,0.05,0.08,0.06,0.01,0.05
10.0,10.0,0.7,0.1,0.0,0.7,0.6,0.3,0.07,0.03,0.08,0.07,0.02,0.03
10.0,10.0,0.7,0.2,0.9,0.7,0.6,0.2,0.07,0.01,0.08,0.07,0.02,0.01
10.0,10.0,0.6,0.0,0.0,0.5,0.6,0.1,0.09,0.01,0.06,0.05,0.06,0.05
10.0,10.0,0.6,0.0,0.0,0.5,0.6,0.1,0.09,0.01,0.05,0.04,0.05,0.06
13.0,13.0,0.0,0.46153846153846156,0.0,0.15384615384615385,0.23076923076923078,0.23076923076923078,0.023668639053254437,0.03550295857988166,0.03550295857988166,0.04142011834319527,0.011834319526627219,0.01775147928994083
